Date,Time,Bus Stop,Action,Number of Passengers
2024-09-04,18:40:00,Rajiv Chowk,Boarding,22
2024-09-04,18:45:00,Karol Bagh,Boarding,17
2024-09-04,18:50:00,Karol Bagh,Boarding,11
2024-09-04,18:55:00,Delhi University,Deboarding,15
2024-09-04,19:00:00,Chandni Chowk,Deboarding,21
2024-09-04,19:05:00,Karol Bagh,Boarding,21
2024-09-04,19:10:00,Hauz Khas,Deboarding,1
2024-09-04,19:15:00,Gurgaon,Boarding,15
2024-09-04,19:20:00,Gurgaon,Deboarding,13
2024-09-04,19:25:00,Connaught Place,Boarding,7
2024-09-04,19:30:00,Red Fort,Boarding,19
2024-09-04,19:35:00,India Gate,Boarding,12
2024-09-04,19:40:00,Rajiv Chowk,Boarding,15
2024-09-04,19:45:00,India Gate,Deboarding,22
2024-09-04,19:50:00,Nehru Place,Deboarding,20
2024-09-04,19:55:00,Hauz Khas,Deboarding,19
2024-09-04,20:00:00,India Gate,Deboarding,12
2024-09-04,20:05:00,Nehru Place,Boarding,27
2024-09-04,20:10:00,Red Fort,Boarding,22
2024-09-04,20:15:00,Karol Bagh,Deboarding,4
2024-09-04,20:20:00,Chandni Chowk,Deboarding,4
2024-09-04,20:25:00,Karol Bagh,Deboarding,23
2024-09-04,20:30:00,Karol Bagh,Deboarding,14
2024-09-04,20:35:00,Gurgaon,Boarding,19
2024-09-04,20:40:00,Hauz Khas,Deboarding,6
2024-09-04,20:45:00,Nehru Place,Boarding,18
2024-09-04,20:50:00,Karol Bagh,Deboarding,10
2024-09-04,20:55:00,Karol Bagh,Boarding,11
2024-09-04,21:00:00,Nehru Place,Boarding,28
2024-09-04,21:05:00,Rajiv Chowk,Boarding,16
2024-09-04,21:10:00,Karol Bagh,Boarding,27
2024-09-04,21:15:00,Hauz Khas,Deboarding,14
2024-09-04,21:20:00,Nehru Place,Deboarding,23
2024-09-04,21:25:00,Nehru Place,Deboarding,6
2024-09-04,21:30:00,India Gate,Boarding,26
2024-09-04,21:35:00,Chandni Chowk,Deboarding,2
2024-09-04,21:40:00,Red Fort,Boarding,18
2024-09-04,21:45:00,Red Fort,Boarding,25
2024-09-04,21:50:00,Nehru Place,Deboarding,18
2024-09-04,21:55:00,Delhi University,Boarding,19
2024-09-04,22:00:00,India Gate,Deboarding,25
2024-09-04,22:05:00,Delhi University,Deboarding,18
2024-09-04,22:10:00,Connaught Place,Deboarding,18
2024-09-04,22:15:00,Chandni Chowk,Deboarding,4
2024-09-04,22:20:00,Chandni Chowk,Deboarding,28
2024-09-04,22:25:00,Connaught Place,Deboarding,9
2024-09-04,22:30:00,Rajiv Chowk,Boarding,15
2024-09-04,22:35:00,India Gate,Boarding,7
2024-09-04,22:40:00,Gurgaon,Deboarding,28
2024-09-04,22:45:00,Gurgaon,Deboarding,6
2024-09-04,22:50:00,Gurgaon,Boarding,26
2024-09-04,22:55:00,Chandni Chowk,Boarding,26
2024-09-04,23:00:00,Connaught Place,Deboarding,18
2024-09-04,23:05:00,Red Fort,Boarding,11
2024-09-04,23:10:00,Red Fort,Deboarding,19
2024-09-04,23:15:00,Red Fort,Boarding,5
2024-09-04,23:20:00,Hauz Khas,Boarding,9
2024-09-04,23:25:00,Karol Bagh,Boarding,8
2024-09-04,23:30:00,Karol Bagh,Deboarding,27
2024-09-04,23:35:00,Chandni Chowk,Deboarding,16
2024-09-04,23:40:00,Karol Bagh,Deboarding,21
2024-09-04,23:45:00,Hauz Khas,Deboarding,15
2024-09-04,23:50:00,India Gate,Boarding,13
2024-09-04,23:55:00,Delhi University,Deboarding,23
2024-09-05,00:00:00,Rajiv Chowk,Deboarding,16
2024-09-05,00:05:00,Rajiv Chowk,Boarding,28
2024-09-05,00:10:00,India Gate,Deboarding,21
2024-09-05,00:15:00,Rajiv Chowk,Boarding,26
2024-09-05,00:20:00,Delhi University,Deboarding,7
2024-09-05,00:25:00,Hauz Khas,Boarding,16
2024-09-05,00:30:00,Red Fort,Deboarding,27
2024-09-05,00:35:00,Red Fort,Deboarding,18
2024-09-05,00:40:00,Gurgaon,Boarding,19
2024-09-05,00:45:00,Nehru Place,Deboarding,29
2024-09-05,00:50:00,Connaught Place,Boarding,4
2024-09-05,00:55:00,Nehru Place,Boarding,4
2024-09-05,01:00:00,Karol Bagh,Deboarding,15
2024-09-05,01:05:00,Connaught Place,Deboarding,7
2024-09-05,01:10:00,Karol Bagh,Deboarding,6
2024-09-05,01:15:00,Red Fort,Boarding,21
2024-09-05,01:20:00,Rajiv Chowk,Deboarding,3
2024-09-05,01:25:00,Rajiv Chowk,Boarding,2
2024-09-05,01:30:00,Hauz Khas,Deboarding,24
2024-09-05,01:35:00,Chandni Chowk,Deboarding,21
2024-09-05,01:40:00,India Gate,Boarding,1
2024-09-05,01:45:00,Chandni Chowk,Deboarding,3
2024-09-05,01:50:00,Karol Bagh,Boarding,17
2024-09-05,01:55:00,Nehru Place,Boarding,1
2024-09-05,02:00:00,Rajiv Chowk,Boarding,28
2024-09-05,02:05:00,Hauz Khas,Boarding,16
2024-09-05,02:10:00,India Gate,Boarding,13
2024-09-05,02:15:00,India Gate,Boarding,4
2024-09-05,02:20:00,Rajiv Chowk,Deboarding,29
2024-09-05,02:25:00,Red Fort,Boarding,13
2024-09-05,02:30:00,Karol Bagh,Boarding,3
2024-09-05,02:35:00,Delhi University,Boarding,20
2024-09-05,02:40:00,Karol Bagh,Deboarding,12
2024-09-05,02:45:00,Chandni Chowk,Boarding,30
2024-09-05,02:50:00,Hauz Khas,Deboarding,28
2024-09-05,02:55:00,Chandni Chowk,Boarding,29
2024-09-05,03:00:00,India Gate,Boarding,25
2024-09-05,03:05:00,India Gate,Deboarding,12
2024-09-05,03:10:00,Hauz Khas,Deboarding,26
2024-09-05,03:15:00,Karol Bagh,Boarding,9
2024-09-05,03:20:00,India Gate,Boarding,18
2024-09-05,03:25:00,Gurgaon,Deboarding,25
2024-09-05,03:30:00,Connaught Place,Deboarding,7
2024-09-05,03:35:00,Delhi University,Boarding,24
2024-09-05,03:40:00,Hauz Khas,Deboarding,21
2024-09-05,03:45:00,Connaught Place,Boarding,16
2024-09-05,03:50:00,Hauz Khas,Boarding,8
2024-09-05,03:55:00,Nehru Place,Boarding,17
2024-09-05,04:00:00,Connaught Place,Deboarding,30
2024-09-05,04:05:00,Rajiv Chowk,Boarding,13
2024-09-05,04:10:00,Gurgaon,Deboarding,12
2024-09-05,04:15:00,Delhi University,Boarding,25
2024-09-05,04:20:00,Nehru Place,Boarding,1
2024-09-05,04:25:00,Gurgaon,Boarding,1
2024-09-05,04:30:00,Red Fort,Boarding,2
2024-09-05,04:35:00,Connaught Place,Deboarding,17
2024-09-05,04:40:00,Red Fort,Deboarding,14
2024-09-05,04:45:00,Hauz Khas,Boarding,21
2024-09-05,04:50:00,Delhi University,Boarding,9
2024-09-05,04:55:00,India Gate,Deboarding,3
2024-09-05,05:00:00,Delhi University,Boarding,26
2024-09-05,05:05:00,Karol Bagh,Deboarding,13
2024-09-05,05:10:00,Gurgaon,Boarding,10
2024-09-05,05:15:00,Hauz Khas,Boarding,2
2024-09-05,05:20:00,Chandni Chowk,Boarding,30
2024-09-05,05:25:00,Hauz Khas,Boarding,15
2024-09-05,05:30:00,Gurgaon,Boarding,10
2024-09-05,05:35:00,Karol Bagh,Boarding,1
2024-09-05,05:40:00,Karol Bagh,Boarding,6
2024-09-05,05:45:00,Nehru Place,Deboarding,17
2024-09-05,05:50:00,Delhi University,Deboarding,6
2024-09-05,05:55:00,Rajiv Chowk,Boarding,24
2024-09-05,06:00:00,Red Fort,Boarding,25
2024-09-05,06:05:00,Connaught Place,Deboarding,26
2024-09-05,06:10:00,Hauz Khas,Deboarding,17
2024-09-05,06:15:00,India Gate,Deboarding,23
2024-09-05,06:20:00,Gurgaon,Boarding,16
2024-09-05,06:25:00,Nehru Place,Deboarding,2
2024-09-05,06:30:00,Nehru Place,Boarding,12
2024-09-05,06:35:00,Karol Bagh,Deboarding,25
2024-09-05,06:40:00,India Gate,Boarding,8
2024-09-05,06:45:00,Delhi University,Boarding,2
2024-09-05,06:50:00,Connaught Place,Boarding,2
2024-09-05,06:55:00,Nehru Place,Deboarding,13
2024-09-05,07:00:00,Karol Bagh,Boarding,30
2024-09-05,07:05:00,Connaught Place,Deboarding,8
2024-09-05,07:10:00,Rajiv Chowk,Boarding,14
2024-09-05,07:15:00,Rajiv Chowk,Deboarding,27
2024-09-05,07:20:00,India Gate,Deboarding,4
2024-09-05,07:25:00,Delhi University,Boarding,6
2024-09-05,07:30:00,Chandni Chowk,Boarding,13
2024-09-05,07:35:00,India Gate,Deboarding,28
2024-09-05,07:40:00,Red Fort,Deboarding,11
2024-09-05,07:45:00,India Gate,Deboarding,1
2024-09-05,07:50:00,Rajiv Chowk,Boarding,10
2024-09-05,07:55:00,Gurgaon,Deboarding,24
2024-09-05,08:00:00,Gurgaon,Boarding,15
2024-09-05,08:05:00,Rajiv Chowk,Deboarding,25
2024-09-05,08:10:00,Chandni Chowk,Boarding,5
2024-09-05,08:15:00,Connaught Place,Deboarding,1
2024-09-05,08:20:00,Chandni Chowk,Deboarding,21
2024-09-05,08:25:00,Connaught Place,Deboarding,1
2024-09-05,08:30:00,Hauz Khas,Deboarding,4
2024-09-05,08:35:00,Chandni Chowk,Boarding,14
2024-09-05,08:40:00,Nehru Place,Boarding,5
2024-09-05,08:45:00,Red Fort,Boarding,2
2024-09-05,08:50:00,Chandni Chowk,Deboarding,23
2024-09-05,08:55:00,Rajiv Chowk,Deboarding,24
2024-09-05,09:00:00,India Gate,Boarding,17
2024-09-05,09:05:00,Karol Bagh,Deboarding,3
2024-09-05,09:10:00,Gurgaon,Boarding,14
2024-09-05,09:15:00,Karol Bagh,Boarding,10
2024-09-05,09:20:00,Red Fort,Deboarding,30
2024-09-05,09:25:00,Hauz Khas,Deboarding,11
2024-09-05,09:30:00,Nehru Place,Deboarding,8
2024-09-05,09:35:00,India Gate,Boarding,5
2024-09-05,09:40:00,Gurgaon,Boarding,5
2024-09-05,09:45:00,India Gate,Boarding,15
2024-09-05,09:50:00,Nehru Place,Deboarding,14
2024-09-05,09:55:00,India Gate,Deboarding,25
2024-09-05,10:00:00,Chandni Chowk,Deboarding,10
2024-09-05,10:05:00,Nehru Place,Deboarding,28
2024-09-05,10:10:00,India Gate,Boarding,6
2024-09-05,10:15:00,Red Fort,Boarding,7
2024-09-05,10:20:00,Rajiv Chowk,Boarding,3
2024-09-05,10:25:00,Chandni Chowk,Deboarding,13
2024-09-05,10:30:00,Delhi University,Boarding,22
2024-09-05,10:35:00,Red Fort,Deboarding,27
2024-09-05,10:40:00,Karol Bagh,Boarding,13
2024-09-05,10:45:00,Nehru Place,Boarding,4
2024-09-05,10:50:00,Nehru Place,Boarding,26
2024-09-05,10:55:00,Karol Bagh,Boarding,1
2024-09-05,11:00:00,Connaught Place,Boarding,5
2024-09-05,11:05:00,Chandni Chowk,Deboarding,12
2024-09-05,11:10:00,India Gate,Deboarding,30
2024-09-05,11:15:00,India Gate,Boarding,3
2024-09-05,11:20:00,Chandni Chowk,Deboarding,26
2024-09-05,11:25:00,Karol Bagh,Boarding,29
2024-09-05,11:30:00,Rajiv Chowk,Boarding,2
2024-09-05,11:35:00,Nehru Place,Boarding,6
2024-09-05,11:40:00,Gurgaon,Deboarding,27
2024-09-05,11:45:00,Hauz Khas,Deboarding,1
2024-09-05,11:50:00,Hauz Khas,Deboarding,6
2024-09-05,11:55:00,Rajiv Chowk,Boarding,30
2024-09-05,12:00:00,Karol Bagh,Deboarding,9
2024-09-05,12:05:00,Nehru Place,Boarding,2
2024-09-05,12:10:00,Gurgaon,Boarding,21
2024-09-05,12:15:00,Red Fort,Deboarding,14
2024-09-05,12:20:00,Delhi University,Deboarding,2
2024-09-05,12:25:00,India Gate,Deboarding,13
2024-09-05,12:30:00,Karol Bagh,Deboarding,7
2024-09-05,12:35:00,Delhi University,Boarding,21
2024-09-05,12:40:00,Delhi University,Boarding,13
2024-09-05,12:45:00,Rajiv Chowk,Deboarding,18
2024-09-05,12:50:00,Nehru Place,Deboarding,30
2024-09-05,12:55:00,Gurgaon,Deboarding,13
2024-09-05,13:00:00,Red Fort,Boarding,1
2024-09-05,13:05:00,Rajiv Chowk,Boarding,1
2024-09-05,13:10:00,Red Fort,Boarding,26
2024-09-05,13:15:00,Nehru Place,Deboarding,25
2024-09-05,13:20:00,Gurgaon,Boarding,6
2024-09-05,13:25:00,India Gate,Boarding,22
2024-09-05,13:30:00,Chandni Chowk,Deboarding,18
2024-09-05,13:35:00,Connaught Place,Boarding,19
2024-09-05,13:40:00,Hauz Khas,Deboarding,30
2024-09-05,13:45:00,Karol Bagh,Boarding,8
2024-09-05,13:50:00,Gurgaon,Deboarding,26
2024-09-05,13:55:00,Rajiv Chowk,Boarding,23
2024-09-05,14:00:00,Rajiv Chowk,Boarding,19
2024-09-05,14:05:00,Chandni Chowk,Deboarding,18
2024-09-05,14:10:00,Red Fort,Boarding,16
2024-09-05,14:15:00,Connaught Place,Boarding,2
2024-09-05,14:20:00,Chandni Chowk,Boarding,1
2024-09-05,14:25:00,Delhi University,Deboarding,1
2024-09-05,14:30:00,Rajiv Chowk,Boarding,26
2024-09-05,14:35:00,Karol Bagh,Deboarding,23
2024-09-05,14:40:00,Karol Bagh,Deboarding,2
2024-09-05,14:45:00,Connaught Place,Boarding,19
2024-09-05,14:50:00,Karol Bagh,Boarding,28
2024-09-05,14:55:00,Delhi University,Deboarding,3
2024-09-05,15:00:00,Rajiv Chowk,Deboarding,19
2024-09-05,15:05:00,India Gate,Deboarding,10
2024-09-05,15:10:00,Rajiv Chowk,Boarding,6
2024-09-05,15:15:00,Hauz Khas,Deboarding,21
2024-09-05,15:20:00,Rajiv Chowk,Boarding,23
2024-09-05,15:25:00,Delhi University,Deboarding,8
2024-09-05,15:30:00,Gurgaon,Boarding,13
2024-09-05,15:35:00,Red Fort,Deboarding,5
2024-09-05,15:40:00,Karol Bagh,Boarding,23
2024-09-05,15:45:00,Gurgaon,Deboarding,28
2024-09-05,15:50:00,Gurgaon,Boarding,6
2024-09-05,15:55:00,Gurgaon,Deboarding,30
2024-09-05,16:00:00,Gurgaon,Boarding,21
2024-09-05,16:05:00,Gurgaon,Boarding,30
2024-09-05,16:10:00,Nehru Place,Boarding,11
2024-09-05,16:15:00,India Gate,Boarding,12
2024-09-05,16:20:00,Rajiv Chowk,Boarding,21
2024-09-05,16:25:00,India Gate,Deboarding,15
2024-09-05,16:30:00,Connaught Place,Deboarding,7
2024-09-05,16:35:00,Chandni Chowk,Boarding,12
2024-09-05,16:40:00,Red Fort,Boarding,24
2024-09-05,16:45:00,Connaught Place,Boarding,13
2024-09-05,16:50:00,Nehru Place,Deboarding,6
2024-09-05,16:55:00,Hauz Khas,Deboarding,29
2024-09-05,17:00:00,Hauz Khas,Deboarding,18
2024-09-05,17:05:00,Hauz Khas,Boarding,27
2024-09-05,17:10:00,Nehru Place,Boarding,6
2024-09-05,17:15:00,Nehru Place,Boarding,26
2024-09-05,17:20:00,Connaught Place,Deboarding,1
2024-09-05,17:25:00,Rajiv Chowk,Deboarding,4
2024-09-05,17:30:00,India Gate,Deboarding,6
2024-09-05,17:35:00,Hauz Khas,Boarding,24
2024-09-05,17:40:00,India Gate,Boarding,11
2024-09-05,17:45:00,Gurgaon,Deboarding,23
2024-09-05,17:50:00,Connaught Place,Deboarding,21
2024-09-05,17:55:00,Karol Bagh,Deboarding,6
2024-09-05,18:00:00,Connaught Place,Boarding,11
2024-09-05,18:05:00,Chandni Chowk,Boarding,14
2024-09-05,18:10:00,Delhi University,Deboarding,22
2024-09-05,18:15:00,Red Fort,Deboarding,8
2024-09-05,18:20:00,India Gate,Boarding,13
2024-09-05,18:25:00,Gurgaon,Deboarding,5
2024-09-05,18:30:00,Connaught Place,Deboarding,1
2024-09-05,18:35:00,Hauz Khas,Boarding,10
2024-09-05,18:40:00,Gurgaon,Deboarding,7
2024-09-05,18:45:00,India Gate,Boarding,7
2024-09-05,18:50:00,Karol Bagh,Deboarding,3
2024-09-05,18:55:00,Nehru Place,Boarding,10
2024-09-05,19:00:00,Hauz Khas,Deboarding,16
2024-09-05,19:05:00,Red Fort,Boarding,21
2024-09-05,19:10:00,Delhi University,Deboarding,6
2024-09-05,19:15:00,Rajiv Chowk,Deboarding,12
2024-09-05,19:20:00,Karol Bagh,Deboarding,2
2024-09-05,19:25:00,Red Fort,Deboarding,15
2024-09-05,19:30:00,Red Fort,Boarding,27
2024-09-05,19:35:00,Red Fort,Boarding,5
2024-09-05,19:40:00,India Gate,Boarding,22
2024-09-05,19:45:00,Rajiv Chowk,Deboarding,25
2024-09-05,19:50:00,Gurgaon,Boarding,18
2024-09-05,19:55:00,Connaught Place,Deboarding,27
2024-09-05,20:00:00,Delhi University,Deboarding,18
2024-09-05,20:05:00,Nehru Place,Boarding,16
2024-09-05,20:10:00,Red Fort,Boarding,13
2024-09-05,20:15:00,Connaught Place,Boarding,4
2024-09-05,20:20:00,Nehru Place,Boarding,6
2024-09-05,20:25:00,Chandni Chowk,Boarding,5
2024-09-05,20:30:00,Connaught Place,Deboarding,3
2024-09-05,20:35:00,Hauz Khas,Boarding,27
2024-09-05,20:40:00,Karol Bagh,Deboarding,11
2024-09-05,20:45:00,India Gate,Boarding,13
2024-09-05,20:50:00,Delhi University,Deboarding,18
2024-09-05,20:55:00,Rajiv Chowk,Deboarding,17
2024-09-05,21:00:00,Nehru Place,Boarding,26
2024-09-05,21:05:00,Gurgaon,Deboarding,4
2024-09-05,21:10:00,Hauz Khas,Boarding,5
2024-09-05,21:15:00,Gurgaon,Boarding,30
2024-09-05,21:20:00,India Gate,Boarding,26
2024-09-05,21:25:00,Red Fort,Deboarding,29
2024-09-05,21:30:00,Hauz Khas,Deboarding,13
2024-09-05,21:35:00,Nehru Place,Deboarding,2
2024-09-05,21:40:00,Karol Bagh,Deboarding,13
2024-09-05,21:45:00,Karol Bagh,Deboarding,2
2024-09-05,21:50:00,Hauz Khas,Deboarding,23
2024-09-05,21:55:00,Chandni Chowk,Boarding,24
2024-09-05,22:00:00,Nehru Place,Deboarding,29
2024-09-05,22:05:00,Rajiv Chowk,Boarding,11
2024-09-05,22:10:00,Red Fort,Deboarding,9
2024-09-05,22:15:00,Nehru Place,Boarding,28
2024-09-05,22:20:00,Chandni Chowk,Boarding,10
2024-09-05,22:25:00,Nehru Place,Deboarding,9
2024-09-05,22:30:00,Hauz Khas,Boarding,7
2024-09-05,22:35:00,Nehru Place,Boarding,30
2024-09-05,22:40:00,Hauz Khas,Deboarding,25
2024-09-05,22:45:00,Delhi University,Deboarding,27
2024-09-05,22:50:00,Connaught Place,Boarding,3
2024-09-05,22:55:00,Red Fort,Deboarding,5
2024-09-05,23:00:00,Delhi University,Boarding,6
2024-09-05,23:05:00,Chandni Chowk,Boarding,27
2024-09-05,23:10:00,Connaught Place,Boarding,2
2024-09-05,23:15:00,Nehru Place,Boarding,30
2024-09-05,23:20:00,Rajiv Chowk,Boarding,9
2024-09-05,23:25:00,Rajiv Chowk,Deboarding,17
2024-09-05,23:30:00,Hauz Khas,Boarding,22
2024-09-05,23:35:00,Connaught Place,Boarding,12
2024-09-05,23:40:00,Nehru Place,Deboarding,6
2024-09-05,23:45:00,Nehru Place,Deboarding,12
2024-09-05,23:50:00,Karol Bagh,Deboarding,24
2024-09-05,23:55:00,India Gate,Deboarding,1
2024-09-06,00:00:00,Hauz Khas,Boarding,6
2024-09-06,00:05:00,Gurgaon,Boarding,28
2024-09-06,00:10:00,Chandni Chowk,Boarding,22
2024-09-06,00:15:00,Chandni Chowk,Deboarding,21
2024-09-06,00:20:00,Hauz Khas,Boarding,28
2024-09-06,00:25:00,Connaught Place,Deboarding,30
2024-09-06,00:30:00,Karol Bagh,Boarding,20
2024-09-06,00:35:00,Connaught Place,Boarding,9
2024-09-06,00:40:00,Gurgaon,Deboarding,23
2024-09-06,00:45:00,Red Fort,Deboarding,29
2024-09-06,00:50:00,Hauz Khas,Deboarding,15
2024-09-06,00:55:00,Red Fort,Boarding,15
2024-09-06,01:00:00,Red Fort,Deboarding,19
2024-09-06,01:05:00,India Gate,Boarding,17
2024-09-06,01:10:00,Rajiv Chowk,Deboarding,10
2024-09-06,01:15:00,India Gate,Deboarding,3
2024-09-06,01:20:00,Rajiv Chowk,Deboarding,21
2024-09-06,01:25:00,Rajiv Chowk,Deboarding,9
2024-09-06,01:30:00,Red Fort,Boarding,5
2024-09-06,01:35:00,Delhi University,Boarding,29
2024-09-06,01:40:00,Connaught Place,Deboarding,22
2024-09-06,01:45:00,Rajiv Chowk,Boarding,24
2024-09-06,01:50:00,Connaught Place,Deboarding,10
2024-09-06,01:55:00,Red Fort,Deboarding,13
2024-09-06,02:00:00,Hauz Khas,Boarding,19
2024-09-06,02:05:00,Gurgaon,Boarding,11
2024-09-06,02:10:00,Chandni Chowk,Deboarding,30
2024-09-06,02:15:00,Rajiv Chowk,Deboarding,28
2024-09-06,02:20:00,Karol Bagh,Boarding,10
2024-09-06,02:25:00,India Gate,Deboarding,5
2024-09-06,02:30:00,Red Fort,Boarding,22
2024-09-06,02:35:00,Rajiv Chowk,Boarding,8
2024-09-06,02:40:00,Rajiv Chowk,Boarding,24
2024-09-06,02:45:00,Red Fort,Deboarding,26
2024-09-06,02:50:00,Rajiv Chowk,Deboarding,9
2024-09-06,02:55:00,Gurgaon,Deboarding,15
2024-09-06,03:00:00,India Gate,Deboarding,2
2024-09-06,03:05:00,Gurgaon,Boarding,16
2024-09-06,03:10:00,Chandni Chowk,Boarding,28
2024-09-06,03:15:00,Hauz Khas,Deboarding,14
2024-09-06,03:20:00,Connaught Place,Boarding,5
2024-09-06,03:25:00,Chandni Chowk,Deboarding,14
2024-09-06,03:30:00,Gurgaon,Deboarding,5
2024-09-06,03:35:00,Rajiv Chowk,Boarding,25
2024-09-06,03:40:00,India Gate,Deboarding,11
2024-09-06,03:45:00,Karol Bagh,Deboarding,21
2024-09-06,03:50:00,Connaught Place,Boarding,15
2024-09-06,03:55:00,Red Fort,Boarding,25
2024-09-06,04:00:00,Karol Bagh,Boarding,16
2024-09-06,04:05:00,India Gate,Boarding,20
2024-09-06,04:10:00,Hauz Khas,Deboarding,13
2024-09-06,04:15:00,Hauz Khas,Deboarding,13
2024-09-06,04:20:00,Connaught Place,Boarding,18
2024-09-06,04:25:00,Chandni Chowk,Deboarding,1
2024-09-06,04:30:00,Rajiv Chowk,Boarding,1
2024-09-06,04:35:00,Connaught Place,Boarding,8
2024-09-06,04:40:00,Rajiv Chowk,Deboarding,5
2024-09-06,04:45:00,India Gate,Deboarding,17
2024-09-06,04:50:00,Gurgaon,Deboarding,6
2024-09-06,04:55:00,India Gate,Boarding,10
2024-09-06,05:00:00,Red Fort,Deboarding,24
2024-09-06,05:05:00,Delhi University,Deboarding,14
2024-09-06,05:10:00,Karol Bagh,Deboarding,29
2024-09-06,05:15:00,Nehru Place,Deboarding,25
2024-09-06,05:20:00,Chandni Chowk,Boarding,30
2024-09-06,05:25:00,Hauz Khas,Boarding,8
2024-09-06,05:30:00,Chandni Chowk,Boarding,7
2024-09-06,05:35:00,Connaught Place,Boarding,4
2024-09-06,05:40:00,Rajiv Chowk,Boarding,13
2024-09-06,05:45:00,Red Fort,Boarding,20
2024-09-06,05:50:00,Connaught Place,Boarding,21
2024-09-06,05:55:00,Connaught Place,Boarding,23
2024-09-06,06:00:00,India Gate,Deboarding,15
2024-09-06,06:05:00,Hauz Khas,Boarding,18
2024-09-06,06:10:00,Red Fort,Deboarding,23
2024-09-06,06:15:00,Karol Bagh,Boarding,23
2024-09-06,06:20:00,Connaught Place,Deboarding,14
2024-09-06,06:25:00,India Gate,Deboarding,20
2024-09-06,06:30:00,Gurgaon,Boarding,14
2024-09-06,06:35:00,India Gate,Boarding,10
2024-09-06,06:40:00,India Gate,Boarding,16
2024-09-06,06:45:00,Chandni Chowk,Boarding,25
2024-09-06,06:50:00,Red Fort,Boarding,12
2024-09-06,06:55:00,Hauz Khas,Deboarding,6
2024-09-06,07:00:00,Connaught Place,Deboarding,30
2024-09-06,07:05:00,Chandni Chowk,Deboarding,11
2024-09-06,07:10:00,Chandni Chowk,Boarding,1
2024-09-06,07:15:00,India Gate,Boarding,27
2024-09-06,07:20:00,Gurgaon,Deboarding,5
2024-09-06,07:25:00,India Gate,Boarding,24
2024-09-06,07:30:00,India Gate,Deboarding,21
2024-09-06,07:35:00,Chandni Chowk,Deboarding,10
2024-09-06,07:40:00,Red Fort,Deboarding,2
2024-09-06,07:45:00,India Gate,Boarding,28
2024-09-06,07:50:00,Connaught Place,Deboarding,12
2024-09-06,07:55:00,Rajiv Chowk,Deboarding,24
2024-09-06,08:00:00,India Gate,Boarding,28
2024-09-06,08:05:00,Connaught Place,Boarding,28
2024-09-06,08:10:00,Karol Bagh,Boarding,11
2024-09-06,08:15:00,Rajiv Chowk,Deboarding,20
2024-09-06,08:20:00,Red Fort,Boarding,12
2024-09-06,08:25:00,Rajiv Chowk,Boarding,4
2024-09-06,08:30:00,Hauz Khas,Deboarding,15
2024-09-06,08:35:00,Red Fort,Deboarding,23
2024-09-06,08:40:00,Nehru Place,Deboarding,21
2024-09-06,08:45:00,Karol Bagh,Boarding,5
2024-09-06,08:50:00,Connaught Place,Boarding,4
2024-09-06,08:55:00,Hauz Khas,Deboarding,26
2024-09-06,09:00:00,Gurgaon,Deboarding,6
2024-09-06,09:05:00,Gurgaon,Deboarding,25
2024-09-06,09:10:00,Rajiv Chowk,Boarding,28
2024-09-06,09:15:00,Karol Bagh,Deboarding,30
2024-09-06,09:20:00,Nehru Place,Boarding,29
2024-09-06,09:25:00,Hauz Khas,Deboarding,2
2024-09-06,09:30:00,India Gate,Deboarding,21
2024-09-06,09:35:00,Rajiv Chowk,Boarding,23
2024-09-06,09:40:00,Delhi University,Boarding,22
2024-09-06,09:45:00,Rajiv Chowk,Boarding,14
2024-09-06,09:50:00,Chandni Chowk,Deboarding,12
2024-09-06,09:55:00,Hauz Khas,Boarding,27
2024-09-06,10:00:00,Delhi University,Boarding,1
2024-09-06,10:05:00,Karol Bagh,Deboarding,28
2024-09-06,10:10:00,Nehru Place,Boarding,3
2024-09-06,10:15:00,Nehru Place,Deboarding,8
2024-09-06,10:20:00,Rajiv Chowk,Deboarding,2
2024-09-06,10:25:00,Delhi University,Boarding,18
2024-09-06,10:30:00,Hauz Khas,Deboarding,27
2024-09-06,10:35:00,Chandni Chowk,Boarding,15
2024-09-06,10:40:00,Nehru Place,Deboarding,3
2024-09-06,10:45:00,Nehru Place,Deboarding,11
2024-09-06,10:50:00,India Gate,Deboarding,24
2024-09-06,10:55:00,Connaught Place,Boarding,13
2024-09-06,11:00:00,Hauz Khas,Boarding,18
2024-09-06,11:05:00,Delhi University,Boarding,27
2024-09-06,11:10:00,India Gate,Deboarding,29
2024-09-06,11:15:00,Delhi University,Boarding,21
2024-09-06,11:20:00,Nehru Place,Deboarding,12
2024-09-06,11:25:00,Connaught Place,Boarding,28
2024-09-06,11:30:00,Nehru Place,Deboarding,18
2024-09-06,11:35:00,Gurgaon,Deboarding,23
2024-09-06,11:40:00,Rajiv Chowk,Deboarding,4
2024-09-06,11:45:00,India Gate,Boarding,1
2024-09-06,11:50:00,Rajiv Chowk,Deboarding,27
2024-09-06,11:55:00,Red Fort,Deboarding,23
2024-09-06,12:00:00,India Gate,Boarding,29
2024-09-06,12:05:00,Karol Bagh,Deboarding,5
2024-09-06,12:10:00,Hauz Khas,Boarding,9
2024-09-06,12:15:00,Gurgaon,Boarding,7
2024-09-06,12:20:00,India Gate,Deboarding,7
2024-09-06,12:25:00,Nehru Place,Boarding,23
